phenotype,sex,D1M1,D1M2,D1M3,D1M4,D1M5,D1M6,D1M7,D1M8,D1M9,D1M10,D1M11,D1M12,D1M13,D1M14,D2M1,D2M2,D2M3,D2M4,D2M5,D2M6,D2M7,D2M8,D2M9,D2M10,D2M11,D2M12,D3M1,D3M2,D3M3,D3M4,D3M5,D3M6,D3M7,D3M8,D3M9,D3M10,D3M11,D3M12,D3M13,D4M1,D4M2,D4M3,D4M4,D4M5,D4M6,D4M7,D4M8,D4M9,D5M1,D5M2,D5M3,D5M4,D5M5,D5M6,D5M7,D5M8,D5M9,D5M10,D6M1,D6M2,D6M3,D6M4,D6M5,D6M6,D6M7,D6M8,D6M9,D7M1,D7M2,D7M3,D7M4,D7M5,D7M6,D7M7,D7M8,D8M1,D8M2,D8M3,D8M4,D8M5,D8M6,D8M7,D8M8,D8M9
12.34844083,0,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
11.68326559,0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,H,H,H,A,H,A,A,A,A,A
15.85221331,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
16.41132347,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H
11.87477452,0,A,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H
11.29184808,0,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,H,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A
14.60957344,1,A,A,A,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,A,A,A,H,H,H,H,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H
14.74365063,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H
14.29445043,1,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,H,A,A,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,H,H,A,A,H,H,H,A,A,A,A,A,H,H,A,A,A,A,A,A,A
11.64473752,0,H,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,H,H
11.04850832,0,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A
11.61121006,0,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,H,A,A,A,H,H,H,H,H
12.70741641,0,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H
14.4741831,1,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,H,H,H,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A
12.64841124,0,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,H,A,A,A,A,A
14.94935446,1,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,H,A,A,A,A,A
15.31780013,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A
11.20167846,0,H,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,A,A,A,A,A,A,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H
16.54982363,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H
14.79079031,0,H,H,H,H,A,A,A,A,A,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H
11.96901614,0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A
11.83549062,0,H,H,H,H,H,H,H,H,H,A,H,H,A,A,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A
13.38968122,0,H,H,H,H,H,H,H,A,A,H,H,H,H,H,A,A,H,H,H,H,H,H,A,A,A,A,H,H,H,H,A,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,A,A,H,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,H,A,H,H,H,H,H,H,H,H,H
14.12059328,0,H,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,A,H,A,A,A,A,A,A,A,A
15.07973797,1,H,H,H,H,A,A,A,A,H,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A
10.84506142,0,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,A,A,A,H,H,A,A,A,A,A,A,A
13.13884449,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H
12.06657377,0,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H
14.78271957,1,A,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,A
12.10866926,0,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,H,H,H,H,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A
14.89361372,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A
12.92070462,0,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,A,A,A,A,H,H,A
15.17574516,1,A,H,H,H,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,H,H,H,H,A,A,A,A,H,A,A,A,H
13.4609622,1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A
10.45104077,0,H,H,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A
15.70101149,1,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,A,A,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H
13.43182993,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H
13.71656104,1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A
14.08036809,1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
11.69921554,0,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
11.81687401,0,A,A,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,H
13.11309433,1,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,H,A,A,A,H,H,H,H,H,H
14.58698467,1,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,H,H,A,A,H,H,A,A,A,H,H,A,A,A,A,A,A,A,H,H,H,H,H
10.04120649,0,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,A,A,A,A,H,H,A,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,A,A,A,A,H,A,A,A,A
14.69150767,1,A,H,H,A,H,H,H,A,A,A,A,A,A,H,H,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,A,H,H,H,H,H,H,H,A,A,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H
15.69635512,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A
10.97112893,0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,A,H,H,H,H,H,A,A,A,A
14.397923,1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,H,H,H
14.02439335,1,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A
11.52032989,0,H,H,H,H,H,A,A,A,A,A,H,H,H,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H
13.04296367,0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,A,H,H,H,H,H,H,A,H,A,A,A,A,A,A,A,A,H,H,H
14.52730619,1,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,H,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A
13.71470588,1,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
17.09842786,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H
13.06398173,0,H,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,A,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H
14.23781464,1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,A,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
12.1548553,0,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A
12.50138645,0,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,A
14.92155099,1,H,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,A,A,A,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,H,A,A,A,A,A,A,A
16.04882107,1,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
13.54343979,0,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,H,A,A,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A
11.1959287,0,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A
14.70496301,1,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H
15.07877709,1,H,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,H,A,H,H,H,H,H,A,A,A,H
12.12531079,0,A,A,H,H,H,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,H,H
13.61857413,1,A,A,A,A,H,H,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,A,H,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
17.39319714,1,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,A,A,A,A,H,A,A,A,A,H,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
13.23163231,0,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,H,H,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H
11.67629637,0,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,H,H,H,A,A
14.07699196,0,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,A
13.77265666,0,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
15.15158359,1,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,A,H,H,H,H,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A
11.59558676,0,A,A,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
17.24114235,1,A,A,A,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H
15.16622058,1,H,A,A,H,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,H,H,H,A,A,A,H,H,H,H,A,A,A,H,H,H,H,H,H,A,A,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A
17.01531746,1,H,H,H,H,H,H,H,H,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H
11.40436367,0,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,H,H,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A
